F,"Unidentified registered Animagus",http://harrypotter.wikia.com/wiki/Unidentified_registered_Animagus","This woman (fl. 1991) was a witch and one of the seven registered Animagi of the twentieth...","https://vignette2.wikia.nocookie.net/harrypotter/images/7/78/Unidentified_Registered_Animagus.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/307/window-height/307?cb=20100713014547"
F,"Tamsin Applebee",http://harrypotter.wikia.com/wiki/Tamsin_Applebee","Tamsin Applebee was a Chaser on the Hufflepuff Quidditch team when it was captained by Cedric...","https://vignette4.wikia.nocookie.net/harrypotter/images/4/48/Tamsin_Applebee.png/revision/latest/window-crop/width/200/x-offset/17/y-offset/0/window-width/236/window-height/235?cb=20170304124301"
F,"Angelina Appleby",http://harrypotter.wikia.com/wiki/Angelina_Appleby","Angelina Appleby (b. 1680s) was a Gryffindor student at Hogwarts School of Witchcraft and...","https://vignette2.wikia.nocookie.net/harrypotter/images/f/f7/Gryffindor_Captains_Plaque.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1115/window-height/1115?cb=20090904233239"
F,"Chavelle Arbelo Cartaya",http://harrypotter.wikia.com/wiki/Chavelle_Arbelo_Cartaya","Chavelle Arbelo Cartaya was a Spanish witch who played as a Chaser on the Spanish National...","https://vignette3.wikia.nocookie.net/harrypotter/images/9/99/Chavelle_Arbelo_Cartaya_-_card_HBP-NDS.png/revision/latest/window-crop/width/200/x-offset/7/y-offset/0/window-width/339/window-height/338?cb=20170107195028"
F,"Becky Arncliffe",http://harrypotter.wikia.com/wiki/Becky_Arncliffe","Becky Arncliffe was a Ravenclaw student at Hogwarts School of Witchcraft and Wizardry in the...","null"
F,"Jane Austen",http://harrypotter.wikia.com/wiki/Jane_Austen","Jane Austen (16 December, 1775 – 18 July, 1817) was a Muggle author who wrote Pride and...","null"
F,"Oona Ballington",http://harrypotter.wikia.com/wiki/Oona_Ballington","Oona Ballington (b. 1680s) was a Gryffindor student at Hogwarts School of Witchcraft and...","https://vignette2.wikia.nocookie.net/harrypotter/images/f/f7/Gryffindor_Captains_Plaque.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1115/window-height/1115?cb=20090904233239"
F,"Bathsheda Babbling",http://harrypotter.wikia.com/wiki/Bathsheda_Babbling","Professor Bathsheda Babbling was a witch and professor of Study of Ancient Runes and possibly...","https://vignette3.wikia.nocookie.net/harrypotter/images/2/21/ProfessorFemale.jpg/revision/latest/window-crop/width/200/x-offset/27/y-offset/0/window-width/419/window-height/418?cb=20100824181133"
F,"Gwendoline Babcocke",http://harrypotter.wikia.com/wiki/Gwendoline_Babcocke","Gwendoline Babcocke was a witch that worked as a shop assistant at The Magic Neep in Hogsmeade...","https://vignette1.wikia.nocookie.net/harrypotter/images/1/10/Gwendoline_Babcocke.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/292/window-height/292?cb=20161230035616"
F,"Millicent Bagnold",http://harrypotter.wikia.com/wiki/Millicent_Bagnold","Minister Millicent Bagnold was a witch who served as the British Minister for Magic from 1980 to...","https://vignette2.wikia.nocookie.net/harrypotter/images/4/4b/VoldemortmurdersLily.JPG/revision/latest/window-crop/width/200/x-offset/121/y-offset/0/window-width/481/window-height/480?cb=20080807073040"
F,"Bathilda Bagshot",http://harrypotter.wikia.com/wiki/Bathilda_Bagshot","Professor Bathilda Bagshot (d. 1997) was a magical historian and the author of A History of...","https://vignette2.wikia.nocookie.net/harrypotter/images/7/7c/Bagshot_profile.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/2720/window-height/2720?cb=20161119223158"
F,"Kquewanda Bailey",http://harrypotter.wikia.com/wiki/Kquewanda_Bailey","Kquewanda Bailey was a Jamaican witch who played as the Keeper for the 2014 Jamaican National...","null"
F,"Tabitha Bainbridge",http://harrypotter.wikia.com/wiki/Tabitha_Bainbridge","Tabitha Bainbridge was a Slytherin student at Hogwarts School of Witchcraft and Wizardry in the...","null"
F,"Sadie Baldock",http://harrypotter.wikia.com/wiki/Sadie_Baldock","Sadie Baldock was a Slytherin student at Hogwarts School of Witchcraft and Wizardry in the...","null"
F,"Yvonne Bampton",http://harrypotter.wikia.com/wiki/Yvonne_Bampton","Yvonne Bampton was a Ravenclaw student at Hogwarts School of Witchcraft and Wizardry in the...","null"
F,"Chastity Barebone",http://harrypotter.wikia.com/wiki/Chastity_Barebone","Chastity Barebone (d. 7 December, 1926) was an American girl who lived during the 20th century...","https://vignette4.wikia.nocookie.net/harrypotter/images/8/89/ChastityWithLeaflets.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/623/window-height/623?cb=20170712183518"
F,"Mary Lou Barebone",http://harrypotter.wikia.com/wiki/Mary_Lou_Barebone","Mary Lou Barebone (d. 7 December, 1926) was an American No-Maj who lived in the 20th century...","https://vignette4.wikia.nocookie.net/harrypotter/images/9/95/Mary_Lou_Barebone.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/309/window-height/309?cb=20170705092722"
F,"Modesty Barebone",http://harrypotter.wikia.com/wiki/Modesty_Barebone","Modesty Barebone (b. 1918 ) was an American girl who lived during the 20th century. She was the...","https://vignette3.wikia.nocookie.net/harrypotter/images/f/f0/17952893_1268894873225208_7626545883759538678_n.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/604/window-height/604?cb=20170423134333"
F,"Musidora Barkwith",http://harrypotter.wikia.com/wiki/Musidora_Barkwith","Musidora Barkwith (1520–1666) was a composer. Her unfinished work, the Wizarding Suite, featured...","https://vignette3.wikia.nocookie.net/harrypotter/images/b/ba/Musidora_Barkwith.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/392/window-height/392?cb=20090904144720"
F,"Allison Barnes",http://harrypotter.wikia.com/wiki/Allison_Barnes","Allison Barnes was a Gryffindor student at Hogwarts School of Witchcraft and Wizardry in the...","null"
F,"Celia Barnett",http://harrypotter.wikia.com/wiki/Celia_Barnett","Celia Barnett was a woman who presumably created the Celia Barnett's Supasnacks snack food line...","null"
F,"Baruffio's wife",http://harrypotter.wikia.com/wiki/Baruffio%27s_wife","This individual was the wife of wizard Baruffio. Once, while trying to conjure furs for his...","null"
F,"Unidentified witch in Bath",http://harrypotter.wikia.com/wiki/Unidentified_witch_in_Bath","This witch lived in Bath, and owned a cursed book that she was unable to stop reading. Ron...","null"
F,"Concepta Battista",http://harrypotter.wikia.com/wiki/Concepta_Battista","Concepta Battista (b. 1680s/90s) was a Gryffindor student at Hogwarts School of Witchcraft and...","https://vignette2.wikia.nocookie.net/harrypotter/images/f/f7/Gryffindor_Captains_Plaque.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1115/window-height/1115?cb=20090904233239"
F,"Hetty Bayliss",http://harrypotter.wikia.com/wiki/Hetty_Bayliss","Hetty Bayliss was a Muggle who lived in Norfolk. The Daily Prophet reported how she saw the...","null"
F,"Violetta Beauvais",http://harrypotter.wikia.com/wiki/Violetta_Beauvais","Violetta Beauvais was an American witch. She, along with Shikoba Wolfe, Thiago Quintana, and...","null"
F,"Katie Bell",http://harrypotter.wikia.com/wiki/Katie_Bell","Katie Bell (b. 1978/1979) was a witch and a Gryffindor student at Hogwarts School of Witchcraft...","https://vignette4.wikia.nocookie.net/harrypotter/images/3/38/Harry-potter2-movie-gryffindor_team.jpg/revision/latest/window-crop/width/200/x-offset/558/y-offset/0/window-width/806/window-height/805?cb=20170424054859"
F,"Katie Bell's mother",http://harrypotter.wikia.com/wiki/Katie_Bell%27s_mother","Mrs Bell (fl.1997) was the wife of Mr Bell and mother of Katie. After being discharged from St...","null"
F,"Fiona Belmont",http://harrypotter.wikia.com/wiki/Fiona_Belmont","Fiona Belmont was a Gryffindor student at Hogwarts School of Witchcraft and Wizardry in the...","null"
F,"Belvina Burke's daughter",http://harrypotter.wikia.com/wiki/Belvina_Burke%27s_daughter","Herbert Burke married Belvina Black and they had three children: two sons and one daughter. They...","null"
F,"Amy Benson",http://harrypotter.wikia.com/wiki/Amy_Benson","Amy Benson was a resident at Wool's Orphanage, where Tom Riddle also resided as a child, from...","null"
F,"Sophie Berger",http://harrypotter.wikia.com/wiki/Sophie_Berger","Sophie Berger was the sports reporter for an unidentified French-language wizarding newspaper in...","null"
F,"Céleste Bergne",http://harrypotter.wikia.com/wiki/C%C3%A9leste_Bergne","Céleste Bergne was a reporter for an unidentified French-language wizarding newspaper in the...","null"
F,"Bernadette",http://harrypotter.wikia.com/wiki/Bernadette","Bernadette was an American witch that worked for the Magical Congress of the United States of...","https://vignette1.wikia.nocookie.net/harrypotter/images/0/0c/Bernadette.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/633/window-height/633?cb=20170124215021"
F,"Beryl",http://harrypotter.wikia.com/wiki/Beryl","Beryl was am American witch who lived in New York in 1926 and worked at the Magical Congress of...","https://vignette4.wikia.nocookie.net/harrypotter/images/9/98/Beryl.png/revision/latest/window-crop/width/200/x-offset/49/y-offset/0/window-width/1286/window-height/1285?cb=20161120093115"
F,"Bespectacled Slytherin girl",http://harrypotter.wikia.com/wiki/Bespectacled_Slytherin_girl","This witch (born 1979 or 1980) attended Hogwarts School of Witchcraft and Wizardry from 1991 to...","https://vignette1.wikia.nocookie.net/harrypotter/images/8/86/Glassesgirl.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/317/window-height/317?cb=20101225190325"
F,"Kinjal Bhatia",http://harrypotter.wikia.com/wiki/Kinjal_Bhatia","Kinjal Bhatia was a Slytherin student at Hogwarts School of Witchcraft and Wizardry in the...","null"
F,"Kajol Bhatt",http://harrypotter.wikia.com/wiki/Kajol_Bhatt","Kajol Bhatt was a Gryffindor student at Hogwarts School of Witchcraft and Wizardry in the 1990s...","null"
F,"Betty Bickering",http://harrypotter.wikia.com/wiki/Betty_Bickering","Betty Bickering (b. 1690s) was a Gryffindor student at Hogwarts School of Witchcraft and...","https://vignette4.wikia.nocookie.net/harrypotter/images/a/a2/Gryffindor_Quidditch_Captains_Plaque.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1000/window-height/1000?cb=20161202210519"
F,"Unidentified Big Bean Shack spokeswoman",http://harrypotter.wikia.com/wiki/Unidentified_Big_Bean_Shack_spokeswoman","This Big Bean Shack spokeswoman was advertising for the Big Bean Shack on Shaftesbury Avenue on...","https://vignette3.wikia.nocookie.net/harrypotter/images/f/ff/Big_Bean_Shack_spokeswoman.jpg/revision/latest/window-crop/width/200/x-offset/4/y-offset/0/window-width/245/window-height/244?cb=20110109225917"
F,"Gilbert Bingley's wife",http://harrypotter.wikia.com/wiki/Gilbert_Bingley%27s_wife","Mrs Bingley was an American No-Maj woman and the wife of Bingley. In December 1926, Newt...","null"
F,"Trevor Birch's mother",http://harrypotter.wikia.com/wiki/Trevor_Birch%27s_mother","Mrs Birch was the mother of Hogwarts student Trevor Birch. Trevor expressed his hope that she...","null"
F,"Sally Birchgrove",http://harrypotter.wikia.com/wiki/Sally_Birchgrove","Sally Birchgrove was a Gryffindor student at Hogwarts School of Witchcraft and Wizardry in the...","null"
F,"Vicky Bishopper",http://harrypotter.wikia.com/wiki/Vicky_Bishopper","Vicky Bishopper (b. 1710s) was a Slytherin student at Hogwarts School of Witchcraft and Wizardry...","https://vignette1.wikia.nocookie.net/harrypotter/images/a/a0/SlytherinCaptainsPlaque2.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1048/window-height/1048?cb=20111029034854"
F,"Bitten St Mungo's patient",http://harrypotter.wikia.com/wiki/Bitten_St_Mungo%27s_patient","This woman came into St Mungo's in 1995 because some creature had taken a bite out of her leg...","null"
F,"Belvina Black",http://harrypotter.wikia.com/wiki/Belvina_Black","Belvina Burke (née Black) (1886–1962) was a pure-blood witch and member of the noble Black...","https://vignette2.wikia.nocookie.net/harrypotter/images/0/0b/Belvina_Black_3.jpg/revision/latest/window-crop/width/200/x-offset/17/y-offset/0/window-width/262/window-height/261?cb=20130402030658"
F,"Callidora Black",http://harrypotter.wikia.com/wiki/Callidora_Black","Callidora Longbottom (née Black) (b. 1915) was a pure-blood witch, the eldest daughter of...","https://vignette4.wikia.nocookie.net/harrypotter/images/6/6e/Callidora_Black_2.jpg/revision/latest/window-crop/width/200/x-offset/33/y-offset/0/window-width/288/window-height/287?cb=20170731040322"
F,"Cassiopeia Black",http://harrypotter.wikia.com/wiki/Cassiopeia_Black","Cassiopeia Black (1915 – 1992) was a pure-blood witch, the eldest daughter of Cygnus Black II...","https://vignette2.wikia.nocookie.net/harrypotter/images/e/e6/Cassiopeia_Black.jpg/revision/latest/window-crop/width/200/x-offset/59/y-offset/0/window-width/338/window-height/337?cb=20110619010109"
F,"Cedrella Black",http://harrypotter.wikia.com/wiki/Cedrella_Black","Cedrella Weasley (née Black) (fl. 1919 — fl. 1996) was a pure-blood witch, the second eldest...","null"
F,"Charis Black",http://harrypotter.wikia.com/wiki/Charis_Black","Charis Crouch (née Black) (1919 – 1973) was a pure-blood witch, the third daughter of Arcturus...","https://vignette4.wikia.nocookie.net/harrypotter/images/6/60/Charis_Black.jpg/revision/latest/window-crop/width/200/x-offset/14/y-offset/0/window-width/360/window-height/359?cb=20170731040125"
F,"Dorea Black",http://harrypotter.wikia.com/wiki/Dorea_Black","Dorea Potter (née Black) (1920 – 1977) was a pure-blood witch, the youngest child of Cygnus...","null"
F,"Elladora Black",http://harrypotter.wikia.com/wiki/Elladora_Black","Elladora Black (1850 – 1931) was a pure-blood witch, member of the Noble and Most Ancient House...","https://vignette2.wikia.nocookie.net/harrypotter/images/c/c8/Elladora_Black.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/390/window-height/390?cb=20170731035504"
F,"Hesper Black",http://harrypotter.wikia.com/wiki/Hesper_Black","Hesper Black was an early member of the House of Black. She was a pure-blood witch, and it is...","https://vignette2.wikia.nocookie.net/harrypotter/images/1/1e/Hesperblack.png/revision/latest/window-crop/width/200/x-offset/6/y-offset/0/window-width/264/window-height/263?cb=20140727085417"
F,"Iola Black",http://harrypotter.wikia.com/wiki/Iola_Black","Iola Hitchens (née Black) was a pure-blood witch and the sister of Sirius, Phineas Nigellus, and...","https://vignette3.wikia.nocookie.net/harrypotter/images/5/58/5565.png/revision/latest/window-crop/width/200/x-offset/60/y-offset/0/window-width/291/window-height/290?cb=20140727133026"
F,"Lucretia Black",http://harrypotter.wikia.com/wiki/Lucretia_Black","Lucretia Prewett (née Black) (1925 – 1992) was a pure-blood witch from the pureblooded Black...","https://vignette2.wikia.nocookie.net/harrypotter/images/6/69/Lucretia.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/250/window-height/250?cb=20130402024415"
F,"Lycoris Black",http://harrypotter.wikia.com/wiki/Lycoris_Black","Lycoris Black (1904 – 1965) was a pure-blood witch, the middle child of Sirius Black II and his...","https://vignette2.wikia.nocookie.net/harrypotter/images/0/06/Lycoris_Black.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/407/window-height/407?cb=20091004064451"
F,"Misapinoa Black",http://harrypotter.wikia.com/wiki/Misapinoa_Black","Misapinoa Blishwick (née Black) (1826 – 1926) was a pure-blood witch. She was an early member of...","https://vignette2.wikia.nocookie.net/harrypotter/images/f/f4/Misapinoa_Black.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/417/window-height/417?cb=20101021215302"
F,"Phoebe Black",http://harrypotter.wikia.com/wiki/Phoebe_Black","Phoebe Black (1810 – 1882) was a pure-blood witch, and possibly a sister of Alexia Walkin...","https://vignette2.wikia.nocookie.net/harrypotter/images/f/fe/PhoebeBlack.jpg/revision/latest/window-crop/width/200/x-offset/61/y-offset/0/window-width/296/window-height/295?cb=20101021220155"
F,"Walburga Black",http://harrypotter.wikia.com/wiki/Walburga_Black","Walburga Black (1925 – 1985) was a pure-blood witch, the daughter of Pollux Black and Irma...","https://vignette4.wikia.nocookie.net/harrypotter/images/4/42/Walburga_Black.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/389/window-height/389?cb=20141021210156"
F,"Susan Blancheflower",http://harrypotter.wikia.com/wiki/Susan_Blancheflower","Susan Blancheflower was an American witch and the Keeper for the American National Quidditch...","null"
F,"Bletchley (musician)",http://harrypotter.wikia.com/wiki/Bletchley_(musician)","Madame Bletchley (fl. 1929—1996) was a witch who was a professional musician of some type. In...","null"
F,"Kursten Blijk",http://harrypotter.wikia.com/wiki/Kursten_Blijk","Kursten Blijk was a German witch who played as a Chaser for the German National Quidditch team...","https://vignette1.wikia.nocookie.net/harrypotter/images/0/0e/Kursten.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/274/window-height/274?cb=20130317082347"
F,"Lara Blishen",http://harrypotter.wikia.com/wiki/Lara_Blishen","Lara Blishen was a witch whose name appeared on the Marauder's Map in the winter of 1993...","https://vignette2.wikia.nocookie.net/harrypotter/images/c/cc/Lara_Blishen.jpg/revision/latest/window-crop/width/200/x-offset/35/y-offset/0/window-width/208/window-height/207?cb=20120815010908"
F,"Blonde Female Hogwarts Healer Student",http://harrypotter.wikia.com/wiki/Blonde_Female_Hogwarts_Healer_Student","This individual was a student at Hogwarts School of Witchcraft and Wizardry at least during the...","null"
F,"Beatrix Bloxam",http://harrypotter.wikia.com/wiki/Beatrix_Bloxam","Beatrix Bloxam (1794-1910) was a witch who wrote the infamous Toadstool Tales, a series of...","https://vignette2.wikia.nocookie.net/harrypotter/images/5/50/Beatrix_Bloxam.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/404/window-height/404?cb=20091201162611"
F,"Beatrix Bloxam's aunt",http://harrypotter.wikia.com/wiki/Beatrix_Bloxam%27s_aunt","The aunt of Beatrix Bloxam had children who were older than her niece. When she was young...","null"
F,"Melinda Bobbin",http://harrypotter.wikia.com/wiki/Melinda_Bobbin","Melinda Bobbin was a witch who attended Hogwarts School of Witchcraft and Wizardry during the...","null"
F,"Sylvian Boigny",http://harrypotter.wikia.com/wiki/Sylvian_Boigny","Sylvian Boigny was the Seeker for the 2014 Ivorian National Quidditch team. During the first...","null"
F,"Anne Boleyn",http://harrypotter.wikia.com/wiki/Anne_Boleyn","Anne Boleyn (c. 1501 – 19 May 1536) was Queen consort of England between 1533 and 1536, as the...","null"
F,"Amelia Bones' mother",http://harrypotter.wikia.com/wiki/Amelia_Bones%27_mother","Mrs Bones was the mother of Amelia Bones and Edgar Bones. She was killed, along with her...","null"
F,"Edgar Bones' wife",http://harrypotter.wikia.com/wiki/Edgar_Bones%27_wife","Mrs Bones was murdered by a Death Eater sometime in the second half of 1981. Her husband, Edgar...","null"
F,"Amelia Bones",http://harrypotter.wikia.com/wiki/Amelia_Bones","Madam Amelia Susan Bones (d. mid-July, 1996) was a witch and celebrated Head of the Department...","https://vignette2.wikia.nocookie.net/harrypotter/images/5/5f/Ameliabones.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/364/window-height/364?cb=20100528134913"
F,"Seraphina Bones",http://harrypotter.wikia.com/wiki/Seraphina_Bones","Seraphina Bones was a witch whose portrait hung at Hogwarts Castle in the 1990s. It is possible...","https://vignette4.wikia.nocookie.net/harrypotter/images/f/ff/D01LUiYrAaM.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/407/window-height/407?cb=20141127203551"
F,"Susan Bones",http://harrypotter.wikia.com/wiki/Susan_Bones","Susan Bones (b. 1979/1980) was a half-blood witch and a Hufflepuff student at Hogwarts School of...","https://vignette2.wikia.nocookie.net/harrypotter/images/7/77/Susan01.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/250/window-height/250?cb=20150107120752"
F,"Bonhabille",http://harrypotter.wikia.com/wiki/Bonhabille","Madame Bonhabille (fl. 1876) was an established French hat-maker, based in Paris in the late...","null"
F,"Boot brothers' mother",http://harrypotter.wikia.com/wiki/Boot_brothers%27_mother","Mrs Boot (d. mid-1620s to early 1630s) was an Irish witch who travelled to the New World with...","null"
F,"Webster Boot's wife",http://harrypotter.wikia.com/wiki/Webster_Boot%27s_wife","Mrs Boot was a Scottish witch who worked for the Ministry of Magic during the 17th century. She...","null"
F,"Gladys Boothby",http://harrypotter.wikia.com/wiki/Gladys_Boothby","Gladys Boothby was a broom-maker known for creating the Moontrimmer in 1901. She was a skilled...","null"
F,"Borboleta",http://harrypotter.wikia.com/wiki/Borboleta","Madam Borboleta was a witch who presumably founded the company Madam Borboleta Candies Ltd. in...","https://vignette1.wikia.nocookie.net/harrypotter/images/d/d6/Madam_Borboleta.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/451/window-height/451?cb=20091228224412"
F,"Boy who failed Avifors Spell's cousin",http://harrypotter.wikia.com/wiki/Boy_who_failed_Avifors_Spell%27s_cousin","This individual (born c. 1980) was a witch who started attending Hogwarts School of Witchcraft...","null"
F,"Betty Braithwaite",http://harrypotter.wikia.com/wiki/Betty_Braithwaite","Betty Braithwaite was a witch who worked as a reporter for the Daily Prophet. In 1997, she got...","null"
F,"Eleanor Branstone",http://harrypotter.wikia.com/wiki/Eleanor_Branstone","Eleanor Branstone was a witch who started attending Hogwarts School of Witchcraft and Wizardry...","null"
F,"Bridget",http://harrypotter.wikia.com/wiki/Bridget","Bridget was a Slytherin student at Hogwarts School during the 1990s. In 1992 she became a member...","https://vignette4.wikia.nocookie.net/harrypotter/images/6/6d/Bridget.JPG/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/338/window-height/338?cb=20090926221303"
F,"Bridget (journalist)",http://harrypotter.wikia.com/wiki/Bridget_(journalist)","Bridget was a witch who worked as a journalist. She was a regular at the Leaky Cauldron. Behind...","null"
F,"Justine Britnell",http://harrypotter.wikia.com/wiki/Justine_Britnell","Justine Britnell was a Gryffindor student at Hogwarts School of Witchcraft and Wizardry in the...","null"
F,"Mandy Brocklehurst",http://harrypotter.wikia.com/wiki/Mandy_Brocklehurst","Mandy Brocklehurst was a half-blood witch who began attending Hogwarts School of Witchcraft and...","null"
