"Neville19","Neville Longbottom","Individual","Professor Neville Longbottom (b. 30 July, 1980) was a pure-pure-blood wizard, and one of the most famous wizards of modern times.","wizard","MALE","http://harrypotter.wikia.com/Neville Longbottom","[Neville Longbottom,]","[]"
"Tom14733","Tom Riddle's wand","Wand","Tom Riddle's wand was 13½" long and belonged to Tom Riddle, the wizard who later became known as Lord Voldemort.","1/2","UNKNOWN","http://harrypotter.wikia.com/Tom Riddle's wand","[wand,]","[]"
"Hedwig446","Hedwig","Pet individual","Hedwig (d. 27 July, 1997) was Harry Potter's pet Snowy Owl (Bubo scandiacus).","-rrb-","FEMALE","http://harrypotter.wikia.com/Hedwig","[Hedwig,]","[]"
"Albus4178","Albus Percival Wulfric Brian Dumbledore","Individual","Professor Albus Percival Wulfric Brian Dumbledore, , , , ,  (c. Summer1881 – 30 June, 1997) was the Transfiguration Professor, and later Headmaster of Hogwarts School of Witchcraft and Wizardry.","professor","MALE","http://harrypotter.wikia.com/Albus Percival Wulfric Brian Dumbledore","[Albus Dumbledore,Dumbledore,]","[]"
"Dark8838","Dark Wizard","Organisation","A Dark Wizard or Witch is any magical person who primarily studies and/or practises the Dark Arts, otherwise known as Dark Magic.","person","UNKNOWN","http://harrypotter.wikia.com/Dark Wizard","[Dark Wizard,]","[]"
"Godrics499","Godric's Hollow","Location","Godric's Hollow is a village in the West Country of England.","village","UNKNOWN","http://harrypotter.wikia.com/Godric's Hollow","[Godric's Hollow,]","[]"
"Devils2544","Devil's Snare","Plant","Devil's Snare is a plant with the magical ability to constrict or strangle anything in its surrounding environment or something that happens to touch it.","plant","UNKNOWN","http://harrypotter.wikia.com/Devil's Snare","[Devil's Snare,]","[]"
"Rom8325","Rom","Location","Romania (Romanian: România) is a country located in southeastern Europe.","country","UNKNOWN","http://harrypotter.wikia.com/Rom","[Romania,]","[]"
"Wizardkind3052","Wizardkind","Creature","Wizardkind are humans that are born with the ability to perform magic.","humans","UNKNOWN","http://harrypotter.wikia.com/Wizardkind","[Wizards,witch,wizard,]","[]"
"Deluminator3428","Deluminator","Object","The Deluminator, also known as the Put-Outer, is a device used by Albus Dumbledore (the first known owner and designer of the one Deluminator known to exist) to remove light sources from the Deluminator's immediate surroundings, as well as bestow them.","device","UNKNOWN","http://harrypotter.wikia.com/Deluminator","[Deluminator,]","[]"
"Zombie3741","Zombie","Creature","Zombies are "living dead" creatures that dwell in the southern part of the United States of America.","creature","UNKNOWN","http://harrypotter.wikia.com/Zombie","[troublesome zombie,]","[]"
"Hospital7701","Hospital Wing","Location","The Hospital Wing is a part of Hogwarts School of Witchcraft and Wizardry.","part","UNKNOWN","http://harrypotter.wikia.com/Hospital Wing","[hospital,]","[]"
"Petunia437","Petunia Dursley","Individual","Petunia Dursley (née Evans) (c. 1960 – c. 2020) was a Muggle, the elder daughter of Mr. and Mrs Evans and the sister of the Muggle-born witch Lily.","muggle","FEMALE","http://harrypotter.wikia.com/Petunia Dursley","[Petunia,Aunt Petunia,Petunia Dursley,]","[]"
"Hogwarts11345","Hogwarts uniform","Object","The Hogwarts uniform is the clothing that students attending Hogwarts School of Witchcraft and Wizardry are required to wear.","clothing","UNKNOWN","http://harrypotter.wikia.com/Hogwarts uniform","[pointed hat,]","[]"
"Doris7230","Doris Crockford","Individual","Doris Crockford was a witch who greeted Harry Potter in the Leaky Cauldron on the way to Harry's first trip into Diagon Alley on 31 July 1991.","witch","FEMALE","http://harrypotter.wikia.com/Doris Crockford","[Doris Crockford,]","[]"
"Prefect572","Prefect","Organisation","A prefect at Hogwarts School of Witchcraft and Wizardry is a student who has been given extra authority and responsibilities by the Head of House and Headmaster.","student","UNKNOWN","http://harrypotter.wikia.com/Prefect","[prefect,]","[]"
"Slytherin9","Slytherin","House","Slytherin is one of the four Houses at Hogwarts School of Witchcraft and Wizardry, founded by Salazar Slytherin.","one","UNKNOWN","http://harrypotter.wikia.com/Slytherin","[Slytherin,]","[]"
"Minister362","Minister for Magic","Official post","The Minister for Magic is the leader of the wizarding community in the United Kingdom and Ireland and the highest ranking member of the Ministry of Magic, which they control.","leader","UNKNOWN","http://harrypotter.wikia.com/Minister for Magic","[Minister,]","[]"
"Garrick3857","Garrick Ollivander","Individual","Garrick Ollivander (b. 25 September, in or prior to 1907) was the proprietor of Ollivanders in Diagon Alley during most of the 20th century.","proprietor","MALE","http://harrypotter.wikia.com/Garrick Ollivander","[Mr Ollivander,]","[]"
"Defence47697","Defence Against the Dark Arts","Class","Defence Against the Dark Arts (sometimes written as DADA) is a subject taught at Hogwarts School of Witchcraft and Wizardry and Ilvermorny School of Witchcraft and Wizardry.","subject","UNKNOWN","http://harrypotter.wikia.com/Defence Against the Dark Arts","[Defence Against the Dark Arts,]","[]"
"History672","History of Magic","Class","History of Magic is a core class and subject taught at Hogwarts School of Witchcraft and Wizardry.","class","UNKNOWN","http://harrypotter.wikia.com/History of Magic","[History of Magic,]","[]"
"Robes29284","Robes","Object","Robes are loose-fitting outer garments most commonly worn by wizards and witches.","","UNKNOWN","http://harrypotter.wikia.com/Robes","[robes,]","[]"
"Dragon418","Dragon","Creature","Dragons are giant winged, fire-breathing reptilian Creatures.","creature","UNKNOWN","http://harrypotter.wikia.com/Dragon","[Dragon,]","[]"
"Goblin1037","Goblin","Creature","Goblins are a highly intelligent race of small humanoids with long fingers and feet that coexist with the wizard world.","race","UNKNOWN","http://harrypotter.wikia.com/Goblin","[Goblin,]","[]"
"Transfiguration667","Transfiguration","Class","Transfiguration is a core class and subject taught at Hogwarts School of Witchcraft and Wizardry.","class","UNKNOWN","http://harrypotter.wikia.com/Transfiguration","[Transfiguration (class),Transfiguration,]","[]"
"Weasley24615","Weasley jumper","Object","A Weasley jumper is a home-made jumper made by Molly Weasley for family and friends and sent as Christmas gifts.","jumper","UNKNOWN","http://harrypotter.wikia.com/Weasley jumper","[knitted jumper,]","[]"
"Kent61724","Kent","Location","Kent is a county in south-east England.","county","UNKNOWN","http://harrypotter.wikia.com/Kent","[Kent,]","[]"
"Norwegian3586","Norwegian Ridgeback","Creature","The Norwegian Ridgeback is a dragon native to Norway, and its typical habitat is the Northern mountains.","native","UNKNOWN","http://harrypotter.wikia.com/Norwegian Ridgeback","[Norwegian Ridgeback,]","[]"
"Golden389","Golden Snitch","Object","The Golden Snitch, often called simply the Snitch, is the third and smallest ball used in Quidditch.","ball","UNKNOWN","http://harrypotter.wikia.com/Golden Snitch","[Golden Snitch,]","[]"
"Ronan4295","Ronan","Individual","Ronan was a centaur who lived in the Forbidden Forest, and was distrustful of humans, although he tried to protect Harry Potter and Hermione Granger from the other centaurs in 1996, pointing out that they were "foals".","centaur","MALE","http://harrypotter.wikia.com/Ronan","[Ronan,]","[]"
"Fluffy671","Fluffy","Pet individual","Fluffy was a large, vicious, three-headed dog who was once cared for by Rubeus Hagrid.","dog","MALE","http://harrypotter.wikia.com/Fluffy","[Fluffy,three-headed dog,]","[]"
"Smallest20596","The Smallest Bedroom","Location","The Smallest Bedroom is a room located on the upper story of number 4 Privet Drive.","room","UNKNOWN","http://harrypotter.wikia.com/The Smallest Bedroom","[Dudley's second bedroom,]","[]"
"Vernon384","Vernon Dursley","Individual","Vernon Dursley was a Muggle, husband of Petunia Evans, father of Dudley and uncle of Harry Potter by marriage.","husband","MALE","http://harrypotter.wikia.com/Vernon Dursley","[Vernon Dursley,Uncle Vernon,Vernon,]","[]"
"Troll616","Troll","Creature","A Troll is a magical creature of prodigious strength and immense stupidity.","creature","UNKNOWN","http://harrypotter.wikia.com/Troll","[troll,]","[]"
"Quill4513","Quill","Object","A quill is a writing instrument made from a feather whose tip has been cut into a pointed shape.","instrument","UNKNOWN","http://harrypotter.wikia.com/Quill","[quill,]","[]"
"Minerva32","Minerva McGonagall","Individual","Professor Minerva McGonagall, O.M. (First Class), (b. 4 October,1935) was a half-blood witch, the only daughter of Muggle Robert McGonagall and witch Isobel Ross.","witch","FEMALE","http://harrypotter.wikia.com/Minerva McGonagall","[Professor McGonagall,McGonagall,Minerva McGonagall,Professor Minerva McGonagall,silver tabby cat,]","[]"
"Vault11442","Vault 713","Location","Vault 713 is a high security vault at Gringotts Wizarding Bank in London, England.","vault","UNKNOWN","http://harrypotter.wikia.com/Vault 713","[Vault 713,]","[]"
"Squib282","Squib","Creature","A Squib, also known as a wizard-born, is a non-magical person who is born to at least one magical parent.","person","UNKNOWN","http://harrypotter.wikia.com/Squib","[Squib,]","[]"
"Lily409","Lily J. Potter","Individual","Lily J.Potter (née Evans) (30 January, 1960 – 31 October, 1981) was a Muggle-bornwitch, the younger daughter of Mr and Mrs Evans and the younger sister of Petunia Evans, who would later be the person who would take care of Lily's son.","muggle-bornwitch","FEMALE","http://harrypotter.wikia.com/Lily J. Potter","[mother,Lily Potter,Lily,]","[]"
"Dragon54544","Dragon hide","Object","Dragon hide is used to make clothing.","","UNKNOWN","http://harrypotter.wikia.com/Dragon hide","[Dragon hide,]","[]"
"Harry17026","Harry Potter's wand","Wand","Harry Potter's wand was 11" long, made of holly, and possessed a phoenix feather core.","11","UNKNOWN","http://harrypotter.wikia.com/Harry Potter's wand","[wand,]","[]"
"Hogwarts10713","Hogwarts acceptance letter","Letter","The Hogwarts letter is a letter of acceptance to Hogwarts School of Witchcraft and Wizardry sent to British wizards and witches prior to their first year at Hogwarts.","letter","UNKNOWN","http://harrypotter.wikia.com/Hogwarts acceptance letter","[letter,]","[]"
"Sorting606","Sorting Hat","Object","The Sorting Hat is a sentient hat at Hogwarts that magically determines which of the four school Houses each new student belongs most to.","hat","UNKNOWN","http://harrypotter.wikia.com/Sorting Hat","[Sorting Hat,]","[]"
"Platform122471","Platform Ten","Location","Platform Ten was one of the Muggle railway platforms at King's Cross Station.","one","UNKNOWN","http://harrypotter.wikia.com/Platform Ten","[ten,]","[]"
"Rolanda683","Rolanda Hooch","Individual","Madam Rolanda Hooch (b. before 1918) was a witch who worked as the Flying instructor, Quidditch referee and coach at Hogwarts School of Witchcraft and Wizardry during, at least, the 1990s.","witch","FEMALE","http://harrypotter.wikia.com/Rolanda Hooch","[Madam Hooch,]","[]"
"Norris339","Mrs Norris","Pet individual","Mrs Norris is the pet cat of Argus Filch, the caretaker of Hogwarts School of Witchcraft and Wizardry.","cat","FEMALE","http://harrypotter.wikia.com/Mrs Norris","[Mrs Norris,]","[]"
"Marcus293","Marcus Flint","Individual","Marcus Flint (b. 1974/1975) was a wizard who attended Hogwarts School of Witchcraft and Wizardry from 1986 to 1994 and was sorted into Slytherin house.","wizard","MALE","http://harrypotter.wikia.com/Marcus Flint","[Slytherin Captain,]","[]"
"Norberta710","Norberta","Pet individual","Norberta, originally Norbert, (b. Spring 1992) was a Norwegian Ridgeback Dragon hatched by Rubeus Hagrid in his hut at Hogwarts School of Witchcraft and Wizardry.","dragon","FEMALE","http://harrypotter.wikia.com/Norberta","[Norbert,]","[]"
"Sirius62069","Sirius Black's motorbike","Object","Sirius Black's motorbike was a motorcycle owned by Sirius Black.","motorcycle","UNKNOWN","http://harrypotter.wikia.com/Sirius Black's motorbike","[a motorbike,]","[]"
"Arabella613","Arabella Doreen Figg","Individual","Mrs Arabella Doreen Figg was a Squib, a dealer of cross-bred cats and kneazles, and a member of the Order of the Phoenix.","squib","FEMALE","http://harrypotter.wikia.com/Arabella Doreen Figg","[Arabella Figg,]","[]"
"Gryffindor760","Gryffindor Quidditch team","Quidditch Team","The Gryffindor Quidditch team is the house Quidditch team of the Hogwarts house Gryffindor.","team","UNKNOWN","http://harrypotter.wikia.com/Gryffindor Quidditch team","[Gryffindor Quidditch team,]","[]"
"Marjorie510","Marjorie Eileen Dursley","Individual","Marjorie "Marge" EileenDursley was Vernon Dursley's elder sister, sister-in-law to Petunia Dursley, and the aunt of Dudley Dursley.","sister","FEMALE","http://harrypotter.wikia.com/Marjorie Eileen Dursley","[Uncle Vernon's sister,Marjorie Dursley,]","[]"
"Draco16","Draco Lucius Malfoy","Individual","Draco LuciusMalfoy (b. 5 June, 1980) was a pure-blood wizard and the only son of Lucius and Narcissa Malfoy (née Black).","wizard","MALE","http://harrypotter.wikia.com/Draco Lucius Malfoy","[Draco Malfoy,Malfoy,pale-faced boy,]","[]"
"Diagon374","Diagon Alley","Location","Diagon Alley is a cobblestoned wizarding alley and shopping area located in London, England behind a pub called the Leaky Cauldron.","area","UNKNOWN","http://harrypotter.wikia.com/Diagon Alley","[Diagon Alley,]","[]"
"Molly27","Molly Weasley","Individual","Molly Weasley (née Prewett) (b. 30 October, 1949/1950) was a pure-pure-blood witch and the matriarch of the Weasley family.","witch","FEMALE","http://harrypotter.wikia.com/Molly Weasley","[the mother,]","[]"
"Leaky903","The Leaky Cauldron","Location","The Leaky Cauldron was a popular wizarding pub and inn located in London.","pub","UNKNOWN","http://harrypotter.wikia.com/The Leaky Cauldron","[Leaky Cauldron,]","[]"
"Zoo31310","Zoo","Location","There was a zoo in Surrey, where the Dursleys took Dudley on his eleventh birthday, along with Piers Polkiss and, against their will, Harry.","zoo","UNKNOWN","http://harrypotter.wikia.com/Zoo","[Zoo,]","[]"
"Grunnings4403","Grunnings","Organisation","Grunnings was a drill-making company in Surrey, England.","company","UNKNOWN","http://harrypotter.wikia.com/Grunnings","[Grunnings,]","[]"
"Piers2549","Piers Polkiss","Individual","Piers Polkiss was a Muggle and Dudley Dursley's best friend.","muggle","MALE","http://harrypotter.wikia.com/Piers Polkiss","[Piers,Piers Polkiss,]","[]"
"Privet3572","Privet Drive","Location","Privet Drive is a suburban street in Little Whinging, which is located in the county of Surrey, near London in the southeast of England.","street","UNKNOWN","http://harrypotter.wikia.com/Privet Drive","[Privet Drive,]","[]"
"Potter2756","Potter family","Family","Potter is the surname of an old wizarding family descended from Ignotus Peverell and Linfred of Stinchcombe.","surname","UNKNOWN","http://harrypotter.wikia.com/Potter family","[Potters,]","[]"
"Parchment52921","Parchment","Object","Parchment is a thin material made from calfskin, sheepskin or goatskin, often split.","material","UNKNOWN","http://harrypotter.wikia.com/Parchment","[parchment,]","[]"
"44201","4 Privet Drive","Location","4 Privet Drive was the street address of the home owned by Vernon and Petunia Dursley.","address","UNKNOWN","http://harrypotter.wikia.com/4 Privet Drive","[house,4 Privet Drive,]","[]"
"Gregory548","Gregory Goyle","Individual","Gregory Goyle (b. 1979/1980) was a pure-blood wizard in the same year as Harry Potter at Hogwarts School of Witchcraft and Wizardry.","wizard","MALE","http://harrypotter.wikia.com/Gregory Goyle","[Goyle,Gregory Goyle,]","[]"
